0.000001	0.000371
0.000001	0.000513
0.000001	0.000402
0.000001	0.000395
0.000002	0.000929
0.000002	0.000464
0.000005	0.001105
0.000006	0.000861
0.000007	0.001076
0.000010	0.001412
0.000021	0.001613
0.000016	0.001664
0.000019	0.001840
0.000027	0.001641
0.000032	0.002064
0.000039	0.002153
0.000045	0.001987
0.000053	0.002299
0.000062	0.002574
0.000071	0.002464
0.000082	0.002715
0.000094	0.002471
0.000107	0.003049
0.000126	0.002805
0.000232	0.003076
0.000151	0.003326
0.000191	0.003217
0.000187	0.003203
0.000227	0.003155
0.000125	0.002419
0.000111	0.002531
0.000214	0.002464
0.000210	0.002695
0.000147	0.002621
0.000280	0.002826
0.000196	0.002596
0.000263	0.003219
0.000285	0.002424
0.000293	0.002348
0.000360	0.002493
0.000333	0.003125
0.000362	0.003000
0.000409	0.003913
0.000374	0.004007
0.000398	0.003194
0.000417	0.003027
0.000504	0.003388
0.000489	0.004264
0.000429	0.003973
0.000611	0.004210
0.000584	0.003893
0.000607	0.003494
0.000635	0.003996
0.000644	0.004690
0.000667	0.004337
0.000670	0.004334
0.000797	0.005093
0.000762	0.004273
0.000808	0.004849
0.000945	0.003656
0.000992	0.003950
0.000897	0.005308
0.000914	0.004053
0.001017	0.004812
0.001067	0.005339
0.001113	0.005300
0.001810	0.005793
0.001309	0.004494
0.001146	0.006318
0.001499	0.005016
0.001551	0.004102
0.001567	0.004147
0.001681	0.004632
0.001752	0.004218
0.001896	0.004597
0.002083	0.005141
0.001955	0.004979
0.001847	0.004402
0.001960	0.006937
0.001978	0.006570
0.001847	0.007370
0.001967	0.007519
0.002146	0.007418
0.002191	0.006255
0.002288	0.008073
0.002316	0.005804
0.002650	0.006450
0.002582	0.006255
0.003278	0.008669
0.002720	0.007911
0.002900	0.006483
0.002919	0.008140
0.003718	0.007288
0.008314	0.013178
0.006239	0.011312
0.006540	0.010457
0.006565	0.011206
0.007529	0.009991
0.003385	0.008879
0.003997	0.006393
0.004143	0.007129
0.004022	0.008328
0.004508	0.007030
0.004797	0.006949
0.004904	0.006949
0.010086	0.009004
0.007297	0.010036
0.007786	0.009537
0.020906	0.014607
0.010933	0.010265
0.008630	0.009137
0.006586	0.008392
0.007477	0.009251
0.007167	0.008177
0.007321	0.007850
0.007367	0.008670
0.007521	0.008869
0.013416	0.010444
0.007833	0.010829
0.006549	0.006792
0.006783	0.008706
0.007465	0.008622
0.008458	0.009341
0.008614	0.008581
0.008728	0.011385
0.008061	0.009785
0.007895	0.010315
0.009040	0.010141
0.008826	0.011829
0.008544	0.011562
0.008736	0.010354
0.010027	0.010034
0.010113	0.011074
0.010247	0.010517
0.010571	0.012673
0.009680	0.012217
0.010083	0.027621
0.013969	0.011684
0.012011	0.011563
0.012569	0.009424
0.012768	0.010337
0.013168	0.012397
0.012360	0.013454
0.011487	0.010658
0.013314	0.012142
0.012553	0.010999
0.014060	0.013103
0.012762	0.009952
0.014569	0.013066
0.013132	0.011936
0.015107	0.014425
0.015455	0.011703
0.015248	0.012836
0.014899	0.013908
0.016197	0.014204
0.016431	0.012228
0.018156	0.014361
0.016965	0.013963
0.016196	0.013227
0.017211	0.013747
0.017458	0.012103
0.017064	0.014395
0.026779	0.014183
0.020853	0.012945
0.017635	0.013739
0.019074	0.013014
0.025314	0.014271
0.018034	0.012223
0.018770	0.015142
0.018716	0.015052
0.022162	0.013304
0.024330	0.014656
0.022253	0.014960
0.043189	0.026847
0.054097	0.018972
0.059477	0.022826
0.056582	0.018250
0.057288	0.027081
0.056673	0.023485
0.060348	0.030516
0.060570	0.025262
0.062251	0.023814
0.062158	0.034339
0.062133	0.021830
0.066673	0.032111
0.064534	0.031649
0.074619	0.031815
0.075215	0.033381
0.075684	0.024260
0.076846	0.033492
0.074254	0.026399
0.071408	0.033120
0.073556	0.033885
0.077085	0.033708
0.076073	0.031069
0.076957	0.030487
0.080916	0.030034
0.081843	0.031370
0.080878	0.028752
0.080306	0.033714
0.084851	0.031522
0.086577	0.028769
0.095545	0.036364
0.092749	0.035616
0.102432	0.021991
0.099624	0.033828
0.094253	0.037286
0.090655	0.036520
0.092074	0.037342
0.092856	0.026976
0.098181	0.025707
0.098417	0.037431
0.104116	0.036425
0.099920	0.037551
0.101428	0.035156
0.102456	0.024541
0.104182	0.039957
0.102562	0.039850
0.119595	0.036821
0.119835	0.039982
0.125992	0.041111
0.123484	0.039069
0.116904	0.043230
0.116502	0.041389
0.121670	0.038703
0.120950	0.041789
0.123290	0.038181
0.125282	0.040789
0.125867	0.040688
0.129096	0.033665
0.129219	0.029019
0.133430	0.042682
0.130604	0.033903
0.134741	0.043209
0.148373	0.034004
0.156840	0.047142
0.155381	0.046740
0.152261	0.047716
0.143111	0.044767
0.142318	0.044328
0.150052	0.044880
0.149048	0.047181
0.154114	0.042104
0.157716	0.047234
0.158912	0.046352
0.161830	0.045857
0.157064	0.048748
0.158241	0.049269
0.161529	0.049307
0.166389	0.047051
0.255457	0.043580
0.254416	0.037815
0.282122	0.077850
0.305204	0.083954
0.225736	0.064679
0.235810	0.060949
0.214330	0.046492
0.182097	0.054802
0.195429	0.035921
0.205975	0.035920
0.283893	0.045387
0.283937	0.063846
0.190170	0.054826
0.218360	0.047802
0.196974	0.053011
0.200466	0.057688
0.219013	0.054981
0.225548	0.049452
0.225298	0.058710
0.233013	0.056049
0.211234	0.048636
0.208752	0.050051
0.214449	0.059124
0.217635	0.062923
0.239461	0.058191
0.239233	0.051388
0.250518	0.053135
0.250186	0.060877
0.227233	0.065895
0.233498	0.062829
0.237429	0.064849
0.235343	0.065219
0.266269	0.064107
0.268167	0.068151
0.276323	0.063312
0.270196	0.067835
0.255690	0.056457
0.277478	0.052713
0.283232	0.072138
0.275574	0.058060
0.285346	0.074478
0.298155	0.062207
0.280256	0.064580
0.284013	0.050079
0.275038	0.045206
0.273324	0.068785
0.284143	0.069164
0.281488	0.066433
0.300319	0.077822
0.307749	0.059889
0.308042	0.072779
0.312989	0.062209
0.300836	0.071768
0.296609	0.065221
0.309616	0.066923
0.307255	0.071097
0.308478	0.080891
0.331727	0.080381
0.308556	0.057795
0.350315	0.067461
0.345535	0.074998
0.331116	0.081098
0.329180	0.057184
0.328654	0.077741
0.391557	0.072399
0.394505	0.081477
0.435220	0.063703
0.384591	0.093337
0.350436	0.083810
0.345805	0.065473
0.347809	0.082757
0.357773	0.073058
0.381780	0.074102
0.374494	0.088452
0.384437	0.098538
0.395439	0.092605
0.381468	0.085713
0.374745	0.060351
0.380047	0.098924
0.387217	0.095737
0.418244	0.065550
0.432562	0.065443
0.440906	0.090961
0.434645	0.097337
0.409116	0.101431
0.412215	0.085584
0.410490	0.095345
0.438360	0.076103
0.422299	0.079025
0.413301	0.095816
0.428615	0.100708
0.419911	0.091212
0.434387	0.109453
0.430436	0.099535
0.436532	0.113295
0.456044	0.103294
0.483751	0.078053
0.487251	0.089527
0.489507	0.099605
0.492198	0.080030
0.466710	0.108313
0.470220	0.102354
0.512626	0.123801
0.490490	0.097251
0.502241	0.111405
0.522622	0.106791
0.500604	0.087189
0.494792	0.085377
0.497118	0.111608
0.503302	0.106244
0.509749	0.102967
0.509824	0.109939
0.603450	0.107744
0.558229	0.089170
0.556207	0.096162
0.559390	0.118877
0.546169	0.118038
0.549073	0.100641
0.537225	0.113180
0.555800	0.121938
0.570650	0.116334
0.569443	0.102449
0.581566	0.128731
0.563953	0.130537
0.566588	0.108008
0.571508	0.100196
0.579397	0.110561
0.578113	0.131269
0.832652	0.156626
0.896993	0.167890
0.894602	0.132907
0.906716	0.135731
0.609688	0.133732
0.609205	0.117527
0.627879	0.105354
0.624784	0.118949
0.660449	0.162062
0.694515	0.157634
0.688986	0.141880
0.690045	0.146292
0.655194	0.121175
0.776494	0.132532
